Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE
Housing,Gross Rent,$500 to $999,57507,(+/- 3843 ),54859,(+/- 3122 ),95339,(+/- 4208 ),51221,(+/- 2820 ),49280,(+/- 3063 ),39457,(+/- 2528 ),46597,(+/- 2579 ),53879,(+/- 3555 ),79091,(+/- 4332 ),64960,(+/- 3821 ),87608,(+/- 4587 ),33468,(+/- 2665 ),70585,(+/- 4664 ),29937,(+/- 2063 ),38068,(+/- 3127 ),36640,(+/- 2822 )
Housing,Gross Rent,"$1,000 to $1,499",25420,(+/- 2712 ),20405,(+/- 2600 ),51527,(+/- 3588 ),11512,(+/- 1714 ),10813,(+/- 1655 ),6355,(+/- 1282 ),10119,(+/- 1423 ),16985,(+/- 2087 ),21021,(+/- 2636 ),25746,(+/- 2701 ),28570,(+/- 3084 ),25773,(+/- 2547 ),12862,(+/- 2071 ),17484,(+/- 1979 ),26558,(+/- 2564 ),18765,(+/- 2312 )
Housing,Gross Rent,"$1,500 to $1,999",8649,(+/- 1620 ),5151,(+/- 1427 ),6266,(+/- 1294 ),966,(+/- 412 ),2166,(+/- 794 ),559,(+/- 285 ),1193,(+/- 428 ),2040,(+/- 796 ),1916,(+/- 675 ),3929,(+/- 1265 ),5230,(+/- 1066 ),7368,(+/- 1457 ),1237,(+/- 665 ),2851,(+/- 701 ),6052,(+/- 1194 ),4094,(+/- 1241 )
Housing,Gross Rent,"$2,000 to $2,499",1295,(+/- 547 ),1079,(+/- 569 ),1318,(+/- 577 ),357,(+/- 284 ),528,(+/- 392 ),102,(+/- 127 ),167,(+/- 198 ),866,(+/- 407 ),287,(+/- 250 ),862,(+/- 502 ),2590,(+/- 718 ),1630,(+/- 532 ),102,(+/- 126 ),1405,(+/- 834 ),1597,(+/- 558 ),1102,(+/- 592 )
Housing,Gross Rent,"$2,500 to $2,999",195,(+/- 190 ),429,(+/- 360 ),233,(+/- 307 ),228,(+/- 264 ),0,(+/- 195 ),0,(+/- 195 ),138,(+/- 158 ),501,(+/- 481 ),135,(+/- 159 ),570,(+/- 444 ),703,(+/- 433 ),507,(+/- 261 ),0,(+/- 195 ),342,(+/- 267 ),227,(+/- 170 ),279,(+/- 199 )
Housing,Gross Rent,"$3,000 or more",623,(+/- 308 ),931,(+/- 476 ),193,(+/- 239 ),44,(+/- 81 ),543,(+/- 543 ),0,(+/- 195 ),77,(+/- 128 ),49,(+/- 83 ),348,(+/- 368 ),0,(+/- 195 ),184,(+/- 175 ),140,(+/- 131 ),352,(+/- 250 ),608,(+/- 278 ),272,(+/- 212 ),347,(+/- 227 )
Housing,Gross Rent,Median (dollars),805,(+/- 26 ),806,(+/- 22 ),900,(+/- 13 ),725,(+/- 23 ),731,(+/- 20 ),656,(+/- 17 ),728,(+/- 15 ),790,(+/- 18 ),744,(+/- 16 ),796,(+/- 20 ),761,(+/- 15 ),955,(+/- 20 ),720,(+/- 18 ),903,(+/- 29 ),919,(+/- 29 ),873,(+/- 22 )
Housing,Gross Rent,No rent paid,3164,(+/- 793 ),5904,(+/- 1065 ),5506,(+/- 1226 ),4724,(+/- 997 ),4507,(+/- 890 ),7676,(+/- 1252 ),5793,(+/- 1188 ),5767,(+/- 1272 ),4890,(+/- 1013 ),4825,(+/- 1232 ),6673,(+/- 1147 ),4665,(+/- 1363 ),5154,(+/- 1055 ),4912,(+/- 1185 ),3928,(+/- 931 ),3735,(+/- 952 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),Total households,294505,(+/- 3985 ),298409,(+/- 4206 ),316961,(+/- 4856 ),277353,(+/- 3481 ),289660,(+/- 3747 ),275828,(+/- 3810 ),285123,(+/- 3947 ),282277,(+/- 2904 ),303955,(+/- 5726 ),300596,(+/- 3759 ),304410,(+/- 5341 ),293383,(+/- 4120 ),298600,(+/- 5432 ),286240,(+/- 3811 ),290228,(+/- 3995 ),287919,(+/- 4377 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"Less than $10,000",22480,(+/- 2318 ),21686,(+/- 2129 ),27353,(+/- 2867 ),16826,(+/- 1939 ),15166,(+/- 1709 ),19766,(+/- 1831 ),15589,(+/- 1783 ),16853,(+/- 1886 ),29632,(+/- 3274 ),23726,(+/- 2254 ),47543,(+/- 3500 ),14358,(+/- 2065 ),23766,(+/- 2387 ),10916,(+/- 1409 ),15057,(+/- 1816 ),9415,(+/- 1313 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$10,000 to $14,999",13352,(+/- 2216 ),12865,(+/- 1864 ),15458,(+/- 2187 ),11259,(+/- 1466 ),11659,(+/- 1708 ),18049,(+/- 1954 ),12829,(+/- 1843 ),10406,(+/- 1736 ),18785,(+/- 2527 ),17056,(+/- 2446 ),23243,(+/- 2359 ),9618,(+/- 1270 ),17806,(+/- 2530 ),9001,(+/- 1462 ),10501,(+/- 1524 ),8715,(+/- 1391 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$15,000 to $24,999",25255,(+/- 2480 ),29406,(+/- 2902 ),34158,(+/- 3654 ),28087,(+/- 1990 ),24055,(+/- 1981 ),33656,(+/- 2316 ),29368,(+/- 2712 ),25604,(+/- 2588 ),37212,(+/- 2829 ),28348,(+/- 2453 ),37839,(+/- 2739 ),18941,(+/- 1971 ),38012,(+/- 3320 ),20427,(+/- 2271 ),26046,(+/- 2544 ),21870,(+/- 2279 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$25,000 to $34,999",25018,(+/- 2269 ),28235,(+/- 2516 ),36618,(+/- 2971 ),26723,(+/- 2006 ),29575,(+/- 2346 ),33231,(+/- 2767 ),28135,(+/- 2405 ),28426,(+/- 2519 ),36207,(+/- 3150 ),29971,(+/- 2696 ),32119,(+/- 2880 ),18970,(+/- 1959 ),32313,(+/- 2875 ),23274,(+/- 2330 ),26718,(+/- 2833 ),24695,(+/- 2599 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$35,000 to $49,999",34345,(+/- 3016 ),35787,(+/- 3177 ),49763,(+/- 4133 ),41640,(+/- 2961 ),37258,(+/- 2606 ),38696,(+/- 2801 ),40235,(+/- 2650 ),43419,(+/- 3074 ),43953,(+/- 2859 ),40952,(+/- 3459 ),39926,(+/- 3144 ),33047,(+/- 2781 ),42504,(+/- 3235 ),36578,(+/- 2462 ),36390,(+/- 2563 ),35812,(+/- 2485 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$50,000 to $74,999",52937,(+/- 3948 ),54072,(+/- 3230 ),63748,(+/- 4548 ),57559,(+/- 3238 ),56912,(+/- 3364 ),48639,(+/- 3320 ),54249,(+/- 3436 ),51821,(+/- 2921 ),55476,(+/- 3681 ),53824,(+/- 2791 ),44174,(+/- 2570 ),48614,(+/- 2975 ),57283,(+/- 3582 ),49421,(+/- 2885 ),51196,(+/- 3256 ),55779,(+/- 2791 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$75,000 to $99,999",36309,(+/- 3554 ),37608,(+/- 2872 ),34827,(+/- 2699 ),37721,(+/- 2302 ),40842,(+/- 2789 ),37281,(+/- 2456 ),37514,(+/- 2642 ),36717,(+/- 2825 ),34368,(+/- 2340 ),37860,(+/- 2916 ),29563,(+/- 2824 ),42205,(+/- 3161 ),35345,(+/- 2641 ),41611,(+/- 2588 ),41158,(+/- 2783 ),42086,(+/- 2637 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$100,000 to $149,999",45018,(+/- 3134 ),44023,(+/- 3089 ),37104,(+/- 3660 ),39521,(+/- 2656 ),47191,(+/- 3153 ),31005,(+/- 2324 ),44194,(+/- 3169 ),41711,(+/- 2930 ),30437,(+/- 2481 ),37724,(+/- 2535 ),25967,(+/- 2008 ),51016,(+/- 3336 ),34413,(+/- 2514 ),50160,(+/- 2840 ),50574,(+/- 2859 ),51948,(+/- 3369 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$150,000 to $199,000",17928,(+/- 2141 ),15974,(+/- 1817 ),9981,(+/- 1793 ),11384,(+/- 1471 ),14096,(+/- 1567 ),8626,(+/- 1386 ),13202,(+/- 1896 ),15535,(+/- 1713 ),8857,(+/- 1285 ),17482,(+/- 1848 ),9033,(+/- 1340 ),26029,(+/- 2711 ),11259,(+/- 1640 ),21471,(+/- 1854 ),18669,(+/- 1975 ),19338,(+/- 2148 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),"$200,000 or more",21863,(+/- 2182 ),18753,(+/- 1912 ),7951,(+/- 1207 ),6633,(+/- 947 ),12906,(+/- 1718 ),6879,(+/- 1073 ),9808,(+/- 1376 ),11785,(+/- 1362 ),9028,(+/- 1337 ),13653,(+/- 1803 ),15003,(+/- 1522 ),30585,(+/- 2007 ),5899,(+/- 940 ),23381,(+/- 2014 ),13919,(+/- 1779 ),18261,(+/- 1573 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),Median household income (dollars),61397,(+/- 2003 ),59617,(+/- 1722 ),47980,(+/- 1836 ),55425,(+/- 1231 ),60500,(+/- 1383 ),47470,(+/- 1604 ),57055,(+/- 1578 ),56963,(+/- 1782 ),45073,(+/- 1489 ),54026,(+/- 2290 ),38747,(+/- 1537 ),76690,(+/- 1810 ),47346,(+/- 1722 ),71751,(+/- 1992 ),63144,(+/- 2247 ),68706,(+/- 1660 )
Socioeconomic,Income and Benefits (In 2018 inflation-adjusted dollars),Mean household income (dollars),85487,(+/- 3080 ),81877,(+/- 2847 ),62355,(+/- 1684 ),68798,(+/- 1554 ),78008,(+/- 2122 ),64873,(+/- 2280 ),72560,(+/- 1926 ),74887,(+/- 2033 ),61643,(+/- 2099 ),73599,(+/- 2257 ),64639,(+/- 2383 ),101489,(+/- 2639 ),61721,(+/- 1701 ),96695,(+/- 3166 ),83343,(+/- 2453 ),88298,(+/- 2170 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,727726,(+/- 7419 ),727043,(+/- 8629 ),807263,(+/- 10949 ),687019,(+/- 6125 ),709691,(+/- 6354 ),677663,(+/- 6444 ),725846,(+/- 8831 ),724596,(+/- 2223 ),709530,(+/- 11132 ),712784,(+/- 2233 ),667089,(+/- 12654 ),778865,(+/- 10072 ),697958,(+/- 11603 ),712007,(+/- 8787 ),739064,(+/- 10142 ),713082,(+/- 10496 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,685167,(+/- 9146 ),687320,(+/- 9467 ),722211,(+/- 11735 ),650266,(+/- 7065 ),675384,(+/- 7329 ),628757,(+/- 7053 ),658313,(+/- 9719 ),682700,(+/- 5567 ),650909,(+/- 11328 ),667523,(+/- 5485 ),625710,(+/- 12359 ),737959,(+/- 11559 ),658416,(+/- 11920 ),668351,(+/- 9936 ),699619,(+/- 8984 ),674716,(+/- 10476 )
Socioeconomic,Health Insurance Coverage,With private health insurance,517338,(+/- 12058 ),505245,(+/- 13791 ),458746,(+/- 12729 ),492876,(+/- 8872 ),543736,(+/- 9523 ),433712,(+/- 10184 ),490748,(+/- 10773 ),514808,(+/- 9616 ),425380,(+/- 10358 ),470849,(+/- 9133 ),368879,(+/- 9778 ),603962,(+/- 12658 ),440146,(+/- 10576 ),550899,(+/- 9976 ),533366,(+/- 10682 ),554201,(+/- 10167 )
Socioeconomic,Health Insurance Coverage,With public coverage,245587,(+/- 9011 ),265461,(+/- 10688 ),322866,(+/- 12115 ),257324,(+/- 7302 ),241082,(+/- 8144 ),289281,(+/- 9020 ),269002,(+/- 9405 ),263101,(+/- 8847 ),306415,(+/- 10111 ),296306,(+/- 9504 ),327992,(+/- 10472 ),225416,(+/- 8341 ),314864,(+/- 9826 ),220112,(+/- 6047 ),254596,(+/- 10047 ),223224,(+/- 8670 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,42559,(+/- 4765 ),39723,(+/- 5008 ),85052,(+/- 7847 ),36753,(+/- 3654 ),34307,(+/- 3670 ),48906,(+/- 4413 ),67533,(+/- 6350 ),41896,(+/- 5128 ),58621,(+/- 5611 ),45261,(+/- 5241 ),41379,(+/- 4733 ),40906,(+/- 5271 ),39542,(+/- 3662 ),43656,(+/- 5864 ),39445,(+/- 5102 ),38366,(+/- 5429 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 19 years,184388,(+/- 4441 ),174827,(+/- 4588 ),214131,(+/- 6427 ),165292,(+/- 3985 ),172176,(+/- 3762 ),153975,(+/- 3809 ),182034,(+/- 5083 ),181343,(+/- 2253 ),165232,(+/- 7287 ),168891,(+/- 1471 ),148941,(+/- 7003 ),191775,(+/- 5199 ),149062,(+/- 6508 ),162231,(+/- 4383 ),171408,(+/- 6213 ),162557,(+/- 5907 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,6035,(+/- 1892 ),4815,(+/- 1572 ),11420,(+/- 3097 ),5631,(+/- 1416 ),7203,(+/- 1796 ),9556,(+/- 2422 ),20770,(+/- 3169 ),5839,(+/- 1917 ),7350,(+/- 2275 ),7956,(+/- 2629 ),5755,(+/- 2378 ),7027,(+/- 2768 ),3240,(+/- 1160 ),12584,(+/- 3844 ),7488,(+/- 2243 ),9898,(+/- 2376 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,9.8,(+/- 1.2 ),9.4,(+/- 1.2 ),14.8,(+/- 1.6 ),8,(+/- 1.0 ),6.9,(+/- 0.8 ),11.8,(+/- 1.1 ),9.2,(+/- 1.1 ),7.3,(+/- 1.0 ),15.9,(+/- 1.4 ),11.5,(+/- 1.2 ),18.4,(+/- 1.6 ),5.8,(+/- 0.8 ),13.2,(+/- 1.3 ),4.6,(+/- 0.7 ),7.8,(+/- 1.0 ),4.3,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,16.5,(+/- 2.4 ),15.4,(+/- 2.4 ),23.2,(+/- 2.6 ),13.9,(+/- 2.1 ),11.2,(+/- 1.6 ),21.6,(+/- 2.4 ),16.7,(+/- 2.2 ),12.7,(+/- 1.9 ),26.4,(+/- 2.4 ),19.7,(+/- 1.9 ),31.8,(+/- 3.2 ),9.3,(+/- 1.5 ),23.7,(+/- 2.5 ),6.4,(+/- 1.3 ),13,(+/- 2.0 ),7.3,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,17.1,(+/- 6.3 ),17.4,(+/- 5.9 ),17.8,(+/- 5.0 ),13.5,(+/- 5.7 ),12.5,(+/- 4.1 ),28.2,(+/- 5.7 ),19.2,(+/- 5.5 ),12.3,(+/- 5.0 ),31.8,(+/- 7.0 ),24.4,(+/- 5.9 ),24.8,(+/- 6.7 ),12.7,(+/- 4.2 ),33,(+/- 6.5 ),4.8,(+/- 2.5 ),9.8,(+/- 4.4 ),2.8,(+/- 1.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.5,(+/- 0.8 ),3.8,(+/- 0.7 ),6.6,(+/- 1.4 ),3,(+/- 0.6 ),3.4,(+/- 0.6 ),5.4,(+/- 1.0 ),3.5,(+/- 0.7 ),2.9,(+/- 0.7 ),5.8,(+/- 1.1 ),3.4,(+/- 0.9 ),5.4,(+/- 1.3 ),2.2,(+/- 0.6 ),5.4,(+/- 1.0 ),3.1,(+/- 0.7 ),3.8,(+/- 0.8 ),2.3,(+/- 0.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,4.7,(+/- 1.7 ),4.6,(+/- 1.3 ),12.2,(+/- 3.0 ),3.9,(+/- 1.2 ),3.7,(+/- 1.1 ),9.2,(+/- 2.1 ),4.4,(+/- 1.4 ),4.1,(+/- 1.5 ),7.5,(+/- 2.3 ),3.8,(+/- 1.6 ),7.4,(+/- 2.3 ),2.3,(+/- 0.9 ),8.8,(+/- 2.3 ),3.3,(+/- 1.3 ),5.6,(+/- 1.8 ),3.1,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,1,(+/- 1.1 ),4.1,(+/- 3.1 ),9.4,(+/- 6.3 ),2.7,(+/- 2.6 ),3.4,(+/- 2.4 ),11.1,(+/- 5.2 ),1.8,(+/- 1.8 ),3.8,(+/- 3.8 ),7.7,(+/- 5.4 ),4.3,(+/- 3.2 ),6.6,(+/- 4.2 ),3.7,(+/- 2.3 ),6.5,(+/- 5.4 ),1.3,(+/- 1.5 ),3.7,(+/- 2.6 ),0.4,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",28.4,(+/- 3.6 ),30.7,(+/- 5.0 ),29.5,(+/- 4.0 ),27.7,(+/- 4.6 ),21.4,(+/- 3.8 ),36.1,(+/- 4.5 ),34.5,(+/- 4.5 ),27.7,(+/- 3.8 ),36.8,(+/- 4.0 ),32.9,(+/- 3.9 ),35.8,(+/- 3.5 ),24.3,(+/- 4.1 ),32.8,(+/- 4.0 ),12.3,(+/- 2.6 ),23.6,(+/- 3.8 ),17.6,(+/- 4.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,40,(+/- 5.3 ),41.6,(+/- 6.8 ),36,(+/- 5.1 ),36.7,(+/- 6.1 ),31.1,(+/- 5.1 ),46.9,(+/- 6.1 ),46.3,(+/- 5.6 ),38.4,(+/- 5.4 ),47.1,(+/- 5.0 ),44.2,(+/- 5.3 ),49.3,(+/- 5.1 ),35,(+/- 6.0 ),45,(+/- 5.2 ),18.4,(+/- 4.6 ),31.6,(+/- 5.2 ),26.7,(+/- 7.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,56,(+/- 17.4 ),48.2,(+/- 14.1 ),28.9,(+/- 10.4 ),36.6,(+/- 17.7 ),42.8,(+/- 14.4 ),54.3,(+/- 15.5 ),68.2,(+/- 11.6 ),38,(+/- 15.4 ),54,(+/- 11.4 ),60.8,(+/- 13.5 ),37.2,(+/- 10.4 ),45.8,(+/- 13.7 ),66.7,(+/- 9.8 ),18.3,(+/- 14.8 ),34.4,(+/- 20.2 ),21.7,(+/- 13.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,13.7,(+/- 1.1 ),13.4,(+/- 1.2 ),20.6,(+/- 1.5 ),11.8,(+/- 1.0 ),10.4,(+/- 0.8 ),16.4,(+/- 1.0 ),12.4,(+/- 1.2 ),11.6,(+/- 0.9 ),19.8,(+/- 1.2 ),16.1,(+/- 1.1 ),24.6,(+/- 1.4 ),8.9,(+/- 0.8 ),17.2,(+/- 1.2 ),7.1,(+/- 0.8 ),12,(+/- 1.2 ),7,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,18.7,(+/- 2.8 ),18,(+/- 2.8 ),30.5,(+/- 3.3 ),16.1,(+/- 2.4 ),13.4,(+/- 2.1 ),22.1,(+/- 2.1 ),19.5,(+/- 2.9 ),15.7,(+/- 2.4 ),29.4,(+/- 3.1 ),24.1,(+/- 2.9 ),37.6,(+/- 3.6 ),10.2,(+/- 1.7 ),25.7,(+/- 3.0 ),8.2,(+/- 1.6 ),15,(+/- 2.6 ),9.5,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,18.5,(+/- 2.8 ),17.8,(+/- 2.8 ),30.4,(+/- 3.3 ),15.6,(+/- 2.4 ),12.8,(+/- 2.1 ),22,(+/- 2.1 ),19.1,(+/- 2.9 ),15.1,(+/- 2.3 ),29.2,(+/- 3.1 ),23.8,(+/- 2.9 ),37.4,(+/- 3.6 ),9.8,(+/- 1.7 ),25.4,(+/- 3.0 ),8,(+/- 1.6 ),14.8,(+/- 2.6 ),9.1,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,24.1,(+/- 4.7 ),20.3,(+/- 4.2 ),28.7,(+/- 4.1 ),17.9,(+/- 4.2 ),16.1,(+/- 4.0 ),27.8,(+/- 4.5 ),23,(+/- 4.2 ),16.9,(+/- 4.2 ),34.5,(+/- 4.8 ),33.4,(+/- 5.5 ),39,(+/- 6.2 ),13.5,(+/- 3.1 ),30.3,(+/- 4.7 ),8.9,(+/- 2.6 ),15.3,(+/- 3.7 ),7,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,16.3,(+/- 2.9 ),17,(+/- 3.4 ),31.2,(+/- 3.8 ),14.8,(+/- 2.2 ),11.7,(+/- 2.1 ),20,(+/- 2.2 ),17.7,(+/- 3.0 ),14.4,(+/- 2.2 ),27.2,(+/- 3.3 ),20.2,(+/- 2.9 ),36.8,(+/- 3.8 ),8.4,(+/- 1.6 ),23.6,(+/- 3.4 ),7.7,(+/- 1.8 ),14.6,(+/- 2.7 ),9.8,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,12.1,(+/- 0.8 ),12,(+/- 0.9 ),17.3,(+/- 1.3 ),10.5,(+/- 0.8 ),9.5,(+/- 0.7 ),14.9,(+/- 1.0 ),10.3,(+/- 0.8 ),10.3,(+/- 0.8 ),17.1,(+/- 0.9 ),13.8,(+/- 0.9 ),21.2,(+/- 1.2 ),8.5,(+/- 0.8 ),15.1,(+/- 0.9 ),6.8,(+/- 0.7 ),11.2,(+/- 1.0 ),6.3,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,8.8,(+/- 1.3 ),9.6,(+/- 1.5 ),11.6,(+/- 1.8 ),7.8,(+/- 1.0 ),7.3,(+/- 1.2 ),9.6,(+/- 1.2 ),7.2,(+/- 1.2 ),6.4,(+/- 1.0 ),12.7,(+/- 1.5 ),8.3,(+/- 1.4 ),14.9,(+/- 1.5 ),6.4,(+/- 1.3 ),10.1,(+/- 1.6 ),6.6,(+/- 0.9 ),7.5,(+/- 1.4 ),5.7,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,10.4,(+/- 1.3 ),10.3,(+/- 1.3 ),18.3,(+/- 1.9 ),8.6,(+/- 1.1 ),7.2,(+/- 0.9 ),13,(+/- 1.1 ),10.1,(+/- 1.3 ),8,(+/- 1.0 ),16.9,(+/- 1.5 ),12.8,(+/- 1.4 ),20.9,(+/- 1.8 ),5.6,(+/- 0.8 ),14.2,(+/- 1.5 ),5.1,(+/- 0.8 ),8.8,(+/- 1.4 ),5.1,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,26.4,(+/- 2.0 ),24.4,(+/- 2.0 ),27.1,(+/- 1.8 ),24.6,(+/- 2.0 ),23.4,(+/- 1.7 ),30.4,(+/- 2.2 ),22.7,(+/- 1.9 ),26.5,(+/- 2.1 ),27.8,(+/- 1.7 ),26.7,(+/- 1.8 ),33.7,(+/- 1.9 ),23.8,(+/- 2.0 ),25.9,(+/- 1.7 ),16.4,(+/- 1.7 ),24.7,(+/- 2.0 ),16,(+/- 1.8 )
Education,School Enrollment,Population 3 years and over enrolled in school,191454,(+/- 5486 ),170120,(+/- 5961 ),213417,(+/- 7736 ),163874,(+/- 4324 ),174146,(+/- 5069 ),144842,(+/- 4539 ),167203,(+/- 6247 ),186574,(+/- 3631 ),162477,(+/- 7019 ),180657,(+/- 4011 ),158355,(+/- 7618 ),195985,(+/- 6476 ),163549,(+/- 6260 ),155898,(+/- 4882 ),185641,(+/- 6360 ),163059,(+/- 6353 )
Education,School Enrollment,"Nursery school, preschool",12569,(+/- 1877 ),10824,(+/- 1802 ),12115,(+/- 2471 ),9681,(+/- 1284 ),12436,(+/- 1267 ),8707,(+/- 1539 ),11167,(+/- 1812 ),11119,(+/- 1731 ),8729,(+/- 1588 ),9363,(+/- 1516 ),10853,(+/- 1939 ),14154,(+/- 1935 ),8450,(+/- 1590 ),10498,(+/- 1364 ),10032,(+/- 1659 ),10610,(+/- 1647 )
Education,School Enrollment,Kindergarten,6537,(+/- 1441 ),9030,(+/- 1879 ),11740,(+/- 2044 ),7556,(+/- 1163 ),8486,(+/- 1182 ),7190,(+/- 1242 ),8709,(+/- 1511 ),8860,(+/- 1550 ),8273,(+/- 1415 ),7752,(+/- 1395 ),7656,(+/- 1653 ),9705,(+/- 1481 ),7882,(+/- 1829 ),8197,(+/- 1226 ),7668,(+/- 1340 ),8450,(+/- 1480 )
Education,School Enrollment,Elementary school (grades 1-8),79895,(+/- 3629 ),76439,(+/- 3996 ),84511,(+/- 4497 ),70669,(+/- 2738 ),71751,(+/- 2876 ),65124,(+/- 2375 ),73629,(+/- 3760 ),74013,(+/- 2526 ),67662,(+/- 5459 ),69678,(+/- 2052 ),58395,(+/- 4421 ),82565,(+/- 3727 ),62812,(+/- 3277 ),65685,(+/- 3449 ),73087,(+/- 3876 ),68401,(+/- 4060 )
Education,School Enrollment,High school (grades 9-12),39209,(+/- 2216 ),37935,(+/- 3024 ),40206,(+/- 2797 ),38636,(+/- 1982 ),37436,(+/- 2400 ),36707,(+/- 2291 ),38409,(+/- 2628 ),43085,(+/- 1945 ),35970,(+/- 2307 ),37852,(+/- 1919 ),34605,(+/- 2985 ),39742,(+/- 2229 ),33054,(+/- 2521 ),39225,(+/- 2256 ),40331,(+/- 2543 ),36392,(+/- 2565 )
Education,School Enrollment,College or graduate school,53244,(+/- 3638 ),35892,(+/- 3301 ),64845,(+/- 4821 ),37332,(+/- 3155 ),44037,(+/- 3152 ),27114,(+/- 2609 ),35289,(+/- 3444 ),49497,(+/- 3014 ),41843,(+/- 3178 ),56012,(+/- 3444 ),46846,(+/- 3687 ),49819,(+/- 4534 ),51351,(+/- 3652 ),32293,(+/- 2958 ),54523,(+/- 3240 ),39206,(+/- 3495 )
Education,Educational Attainment,Population 25 years and over,496867,(+/- 5263 ),509459,(+/- 6147 ),521203,(+/- 7178 ),483517,(+/- 4201 ),488734,(+/- 4569 ),494829,(+/- 4311 ),501895,(+/- 6326 ),486651,(+/- 1725 ),491175,(+/- 7819 ),495831,(+/- 1394 ),470989,(+/- 7418 ),540057,(+/- 6936 ),491864,(+/- 6716 ),512870,(+/- 6433 ),528142,(+/- 6259 ),512952,(+/- 7067 )
Education,Educational Attainment,Less than 9th grade,14317,(+/- 2297 ),12699,(+/- 1855 ),19918,(+/- 2849 ),9408,(+/- 1645 ),7994,(+/- 1399 ),14578,(+/- 1921 ),24146,(+/- 2703 ),13697,(+/- 2341 ),16571,(+/- 2594 ),10964,(+/- 1654 ),16135,(+/- 1987 ),9005,(+/- 1600 ),12438,(+/- 2068 ),15103,(+/- 2561 ),10903,(+/- 1617 ),10388,(+/- 1510 )
